,Config,Acc.,BOPs,Sparsity,Neff,aIQ,Layer#1,Layer#2,Layer#3,Layer#4,ILP,Synth,LUT,FF,BRAM,URAM,DSP,Latency
52,w4a7_w6a9_w4a7_w6a9,0.759625,218077.81225832994,29.460013670539986,0.5332719349438909,1.0354927214589673,4,6,4,6,0,0,0,0,0.0,0,0,0
53,w4a7_w6a9_w4a7_w7a10,0.7593791666666667,220371.31934731934,28.958760537707906,0.5377279276052099,1.036760334884263,4,6,4,7,0,0,0,0,0.0,0,0,0
54,w4a7_w6a9_w4a7_w8a11,0.7554708333333333,228707.9779514603,25.06265664160401,0.5717774710078908,1.0454111615186155,4,6,4,8,0,0,0,0,0.0,0,0,0
55,w4a7_w6a9_w5a8_w4a7,0.7599958333333333,234462.19662690253,24.128503075871496,0.44916973989346426,1.008842711498199,4,6,5,4,0,0,0,0,0.0,0,0,0
56,w4a7_w6a9_w5a8_w5a8,0.7605208333333333,233336.14764843002,24.857598541809068,0.49517719606599725,1.023945100384166,4,6,5,5,0,0,0,0,0.0,0,0,0
57,w4a7_w6a9_w5a8_w6a9,0.7596583333333333,234065.49140271492,24.925951241740716,0.49639734387453355,1.0239161662062206,4,6,5,6,0,0,0,0,0.0,0,0,0
58,w4a7_w6a9_w5a8_w7a10,0.7589708333333334,235966.13256547376,24.83481430849852,0.5750853955213143,1.0480302061188176,4,6,5,7,0,0,0,0,0.0,0,0,0
59,w4a7_w6a9_w5a8_w8a11,0.7583541666666667,243213.13698066637,21.804511278195488,0.6070288635471218,1.0573572190756921,4,6,5,8,0,0,0,0,0.0,0,0,0
60,w4a7_w6a9_w6a9_w4a7,0.7597541666666666,249863.01341011928,21.303258145363408,0.4520752384863386,1.0096733356070948,4,6,6,4,0,1,53425,12627,1.5,0,243,95
61,w4a7_w6a9_w6a9_w5a8,0.7606166666666667,244335.96182640886,24.35634540897699,0.47206857133649566,1.0165919464161612,4,6,6,5,0,0,0,0,0.0,0,0,0
62,w4a7_w6a9_w6a9_w6a9,0.7611541666666667,253872.41990950226,20.141262246525404,0.5480512035803059,1.0407830853302233,4,6,6,6,0,0,0,0,0.0,0,0,0
63,w4a7_w6a9_w6a9_w7a10,0.759975,250801.27815713696,22.898154477101844,0.5660590017362263,1.045748798226746,4,6,6,7,0,0,0,0,0.0,0,0,0
64,w4a7_w6a9_w6a9_w8a11,0.7604083333333334,250388.7085150144,23.30827067669173,0.5045668790066776,1.0268675727383823,4,6,6,8,0,0,0,0,0.0,0,0,0
65,w4a7_w6a9_w7a10_w4a7,0.7589916666666666,253832.64039489924,23.51332877648667,0.4718361219623327,1.015719751904867,4,6,7,4,0,0,0,0,0.0,0,0,0
66,w4a7_w6a9_w7a10_w5a8,0.7586208333333333,255857.15705471,23.125996810207337,0.5224694128992257,1.0316462759954224,4,6,7,5,0,0,0,0,0.0,0,0,0
67,w4a7_w6a9_w7a10_w6a9,0.7608458333333333,256527.92496914847,23.650034176349966,0.5044474368727583,1.0270401780930754,4,6,7,6,0,0,0,0,0.0,0,0,0
68,w4a7_w6a9_w7a10_w7a10,0.7599916666666666,260304.33215412038,22.442469810890863,0.4830634824939009,1.0198214527592824,4,6,7,7,0,0,0,0,0.0,0,0,0
69,w4a7_w6a9_w7a10_w8a11,0.7611416666666667,259517.39717537366,23.30827067669173,0.5456795889983934,1.0400469116334483,4,6,7,8,0,0,0,0,0.0,0,0,0
70,w4a7_w6a9_w8a11_w4a7,0.758375,263239.3240641711,23.877876509455458,0.4407026536210404,1.0052508121305537,4,6,8,4,0,1,49604,11302,1.5,0,432,95
71,w4a7_w6a9_w8a11_w5a8,0.7591416666666667,251598.42259701082,28.525860104807474,0.4700754817462679,1.015224230533418,4,6,8,5,0,0,0,0,0.0,0,0,0
72,w4a7_w6a9_w8a11_w6a9,0.7594625,271584.571287536,21.25768967874231,0.48650313413072954,1.0206654708499396,4,6,8,6,0,0,0,0,0.0,0,0,0
73,w4a7_w6a9_w8a11_w7a10,0.7617333333333334,269639.5803098862,22.80701754385965,0.5004313718422798,1.0261973848947408,4,6,8,7,0,0,0,0,0.0,0,0,0
74,w4a7_w6a9_w8a11_w8a11,0.7583375,259255.69307555188,28.024606971975395,0.5409508756207002,1.0372692907908467,4,6,8,8,0,0,0,0,0.0,0,0,0
75,w4a7_w7a10_w4a7_w4a7,0.758025,237804.67802001917,27.86511733880155,0.440716099618817,1.0050801484701248,4,7,4,4,0,0,0,0,0.0,0,0,0
76,w4a7_w7a10_w4a7_w5a8,0.7572458333333333,233939.6036747566,30.553656869446343,0.4784577879916279,1.0170022969325547,4,7,4,5,0,0,0,0,0.0,0,0,0
77,w4a7_w7a10_w4a7_w6a9,0.7583625,236751.14833401892,29.961266803372066,0.5315456606951134,1.034359048993501,4,7,4,6,0,0,0,0,0.0,0,0,0
78,w4a7_w7a10_w4a7_w7a10,0.7592083333333334,242525.93950363365,26.498063340168603,0.48578083990637966,1.020310725949722,4,7,4,7,0,0,0,0,0.0,0,0,0
79,w4a7_w7a10_w4a7_w8a11,0.7565958333333334,234714.27045111754,31.67008430166325,0.5646257711002179,1.0437460524144628,4,7,4,8,0,0,0,0,0.0,0,0,0
80,w4a7_w7a10_w5a8_w4a7,0.759675,256753.29132044426,22.51082251082251,0.4513012970453772,1.0093808585430188,4,7,5,4,0,1,42600,9675,1.5,0,892,85
81,w4a7_w7a10_w5a8_w5a8,0.7596166666666667,254649.1269984917,24.28799270904534,0.4843648408032883,1.0200558476024897,4,7,5,5,0,0,0,0,0.0,0,0,0
82,w4a7_w7a10_w5a8_w6a9,0.7566958333333333,258687.3813245578,22.7842333105491,0.5349055713521628,1.034619074748815,4,7,5,6,0,0,0,0,0.0,0,0,0
83,w4a7_w7a10_w5a8_w7a10,0.7584333333333333,256410.03702180172,24.447482342219185,0.5339640032520764,1.0351453736736236,4,7,5,7,0,0,0,0,0.0,0,0,0
84,w4a7_w7a10_w5a8_w8a11,0.7588458333333333,256884.96827094475,24.857598541809068,0.5663267865436082,1.04530749108773,4,7,5,8,0,0,0,0,0.0,0,0,0
85,w4a7_w7a10_w6a9_w4a7,0.7584625,263510.2986425339,24.31077694235589,0.43639524253892725,1.0038718581812394,4,7,6,4,0,0,0,0,0.0,0,0,0
86,w4a7_w7a10_w6a9_w5a8,0.7605583333333333,275031.2516659811,19.79949874686717,0.5446939608337789,1.0394693234526315,4,7,6,5,0,0,0,0,0.0,0,0,0
87,w4a7_w7a10_w6a9_w6a9,0.7601208333333334,269725.3436445907,22.55639097744361,0.5345031304794056,1.0361093573990028,4,7,6,6,0,0,0,0,0.0,0,0,0
88,w4a7_w7a10_w6a9_w7a10,0.7588416666666666,263780.3833813246,25.655046707678288,0.558513093520488,1.0429164221424245,4,7,6,7,0,0,0,0,0.0,0,0,0
89,w4a7_w7a10_w6a9_w8a11,0.7595416666666667,273426.507610037,22.282980177717018,0.5130007468833099,1.0291123436925589,4,7,6,8,0,0,0,0,0.0,0,0,0
90,w4a7_w7a10_w7a10_w4a7,0.75885,274895.235211847,23.946229209387106,0.4387186209796582,1.0048339101550101,4,7,7,4,0,1,50113,11904,1.5,0,582,90
91,w4a7_w7a10_w7a10_w5a8,0.7582041666666667,281398.0064171123,21.667805878332196,0.5061722481670635,1.0263166285749419,4,7,7,5,0,0,0,0,0.0,0,0,0
92,w4a7_w7a10_w7a10_w6a9,0.7587625,264738.6958453311,29.027113237639554,0.5347183682943176,1.0355352548007668,4,7,7,6,0,0,0,0,0.0,0,0,0
93,w4a7_w7a10_w7a10_w7a10,0.7610833333333333,281917.395420266,22.761449077238552,0.538284263971655,1.0377354895457829,4,7,7,7,0,0,0,0,0.0,0,0,0
94,w4a7_w7a10_w7a10_w8a11,0.7606958333333333,283316.22235019883,22.852586010480746,0.579578444360128,1.050184879073816,4,7,7,8,0,0,0,0,0.0,0,0,0
95,w4a7_w7a10_w8a11_w4a7,0.75985,291684.4448100918,21.143768512189563,0.47126108040862236,1.0159551147415462,4,7,8,4,0,0,0,0,0.0,0,0,0
96,w4a7_w7a10_w8a11_w5a8,0.7591375,291837.2251748251,21.69059011164274,0.5153570017115069,1.0296604736379211,4,7,8,5,0,0,0,0,0.0,0,0,0
97,w4a7_w7a10_w8a11_w6a9,0.76035,277540.9537913067,27.500569605832762,0.5070237217450151,1.027615637850098,4,7,8,6,0,0,0,0,0.0,0,0,0
98,w4a7_w7a10_w8a11_w7a10,0.7585958333333334,280563.72126696835,27.02210070631123,0.5180115150923388,1.0302362713837836,4,7,8,7,0,0,0,0,0.0,0,0,0
99,w4a7_w7a10_w8a11_w8a11,0.7596458333333334,282823.19945152884,25.951241740715425,0.5394535029997642,1.0374206591789041,4,7,8,8,0,0,0,0,0.0,0,0,0
100,w4a7_w8a11_w4a7_w4a7,0.7564666666666666,248699.8158233923,31.305536568694464,0.43894744308390454,1.0037159283934027,4,8,4,4,0,1,32756,8237,1.5,0,1033,85
101,w4a7_w8a11_w4a7_w5a8,0.757525,254087.81373920193,28.958760537707906,0.5513230883497074,1.0400934377263291,4,8,4,5,0,0,0,0,0.0,0,0,0
102,w4a7_w8a11_w4a7_w6a9,0.7567708333333333,252387.9779514603,29.551150603782183,0.5475926679360614,1.0385899165797032,4,8,4,6,0,0,0,0,0.0,0,0,0
103,w4a7_w8a11_w4a7_w7a10,0.7541333333333333,265778.49971205264,24.720893141945773,0.6054362857257557,1.054973643290902,4,8,4,7,0,0,0,0,0.0,0,0,0
104,w4a7_w8a11_w4a7_w8a11,0.7582,257806.93245577955,28.82205513784461,0.5531149891594094,1.040960106091843,4,8,4,8,0,0,0,0,0.0,0,0,0
105,w4a7_w8a11_w5a8_w4a7,0.7561083333333334,265923.29609214317,27.272727272727273,0.4872103914246156,1.0192632778150332,4,8,5,4,0,0,0,0,0.0,0,0,0
106,w4a7_w8a11_w5a8_w5a8,0.7566666666666667,266016.19569450157,27.455001139211667,0.5120244429607883,1.0274303265840417,4,8,5,5,0,0,0,0,0.0,0,0,0
107,w4a7_w8a11_w5a8_w6a9,0.7590666666666667,257577.97339914984,31.829573934837093,0.4994807635635661,1.0246103513629297,4,8,5,6,0,0,0,0,0.0,0,0,0
108,w4a7_w8a11_w5a8_w7a10,0.7595916666666667,276821.30788427265,24.470266575529735,0.5173972993832632,1.0305181040812046,4,8,5,7,0,0,0,0,0.0,0,0,0
109,w4a7_w8a11_w5a8_w8a11,0.7574,258539.99703825588,32.21690590111643,0.49948488110785566,1.0238085354167268,4,8,5,8,0,0,0,0,0.0,0,0,0
110,w4a7_w8a11_w6a9_w4a7,0.7570125,276187.85355820647,27.36386420596947,0.46688213051286903,1.0131431851091064,4,8,6,4,0,1,40027,9178,1.5,0,1066,85
111,w4a7_w8a11_w6a9_w5a8,0.7571625,284820.6927190456,24.470266575529735,0.5121756868080404,1.0277150271601623,4,8,6,5,0,0,0,0,0.0,0,0,0
112,w4a7_w8a11_w6a9_w6a9,0.7598916666666666,280377.97120526526,26.61198450672135,0.5466555743995956,1.0397616932622835,4,8,6,6,0,0,0,0,0.0,0,0,0
113,w4a7_w8a11_w6a9_w7a10,0.7597875,283885.3581242287,26.04237867395762,0.5352083671921551,1.0361710200606513,4,8,6,7,0,0,0,0,0.0,0,0,0
114,w4a7_w8a11_w6a9_w8a11,0.7584041666666667,284359.0450020568,26.338573706994758,0.5110976594321934,1.0279686420993734,4,8,6,8,0,0,0,0,0.0,0,0,0
115,w4a7_w8a11_w7a10_w4a7,0.7567166666666667,292432.88589058,25.76896787423103,0.48370756056860076,1.0184339913263094,4,8,7,4,0,0,0,0,0.0,0,0,0
116,w4a7_w8a11_w7a10_w5a8,0.7576958333333333,290718.47568901686,26.794258373205743,0.49356407881361747,1.0220652295355201,4,8,7,5,0,0,0,0,0.0,0,0,0
117,w4a7_w8a11_w7a10_w6a9,0.757025,282409.39158096805,30.325814536340854,0.54630591944259,1.038311105617764,4,8,7,6,0,0,0,0,0.0,0,0,0
118,w4a7_w8a11_w7a10_w7a10,0.7569375,284072.6333744687,29.756208703577126,0.5317716935104221,1.0337563761569681,4,8,7,7,0,0,0,0,0.0,0,0,0
119,w4a7_w8a11_w7a10_w8a11,0.7582166666666666,284714.0155217331,30.303030303030305,0.5451411778631114,1.038509233526591,4,8,7,8,0,0,0,0,0.0,0,0,0
120,w4a7_w8a11_w8a11_w4a7,0.7599375,302731.3520361991,25.996810207336523,0.47393684955706783,1.0168613804071596,4,8,8,4,0,1,38364,10406,1.5,0,1292,90
121,w4a7_w8a11_w8a11_w5a8,0.7579708333333334,284666.7776772247,32.62702210070631,0.47091516691085616,1.0149212331298254,4,8,8,5,0,0,0,0,0.0,0,0,0
122,w4a7_w8a11_w8a11_w6a9,0.7589333333333333,282974.48446455505,33.49282296650718,0.4808546472814818,1.0185968312533815,4,8,8,6,0,0,0,0,0.0,0,0,0
123,w4a7_w8a11_w8a11_w7a10,0.7576041666666666,297490.50497737556,29.277739804055592,0.5493468573338824,1.0395211462572573,4,8,8,7,0,0,0,0,0.0,0,0,0
124,w4a7_w8a11_w8a11_w8a11,0.7584666666666666,295103.90346907993,30.211893369788108,0.5240844428286439,1.032078664929624,4,8,8,8,0,0,0,0,0.0,0,0,0
125,w5a8_w4a7_w4a7_w4a7,0.7616,206428.28706979295,32.946001367054,0.43101062008739965,1.003668254153812,5,4,4,4,0,0,0,0,0.0,0,0,0
126,w5a8_w4a7_w4a7_w5a8,0.763025,210845.01543946253,30.462519936204146,0.4830907239461582,1.0213086734888537,5,4,4,5,0,0,0,0,0.0,0,0,0
127,w5a8_w4a7_w4a7_w6a9,0.7630541666666667,209224.6228438228,31.67008430166325,0.5432290532872145,1.0401900277005884,5,4,4,6,0,0,0,0,0.0,0,0,0
128,w5a8_w4a7_w4a7_w7a10,0.763625,212189.0338680927,30.713146502620187,0.5325686579079586,1.0371655432609026,5,4,4,7,0,0,0,0,0.0,0,0,0
129,w5a8_w4a7_w4a7_w8a11,0.7608708333333334,207461.9366515837,35.657325131009344,0.5034260845810277,1.0267293462504994,5,4,4,8,0,0,0,0,0.0,0,0,0
130,w5a8_w4a7_w5a8_w4a7,0.7637125,224609.82882215822,25.449988607883345,0.4399361391782571,1.0076719643858185,5,4,5,4,0,1,44114,9840,1.5,0,154,75
131,w5a8_w4a7_w5a8_w5a8,0.7637708333333333,224461.31249143012,26.86261107313739,0.5077242115260029,1.0294791401063137,5,4,5,5,0,0,0,0,0.0,0,0,0
132,w5a8_w4a7_w5a8_w6a9,0.7642791666666666,228586.09713423828,25.06265664160401,0.5061624131680165,1.0292321728361011,5,4,5,6,0,0,0,0,0.0,0,0,0
133,w5a8_w4a7_w5a8_w7a10,0.7641416666666667,229977.29987659398,25.08544087491456,0.5325516430524329,1.0374048120270023,5,4,5,7,0,0,0,0,0.0,0,0,0
134,w5a8_w4a7_w5a8_w8a11,0.7640458333333333,227816.08490333197,27.52335383914331,0.5465953712695572,1.0416914679932794,5,4,5,8,0,0,0,0,0.0,0,0,0
135,w5a8_w4a7_w6a9_w4a7,0.7617125,226444.40510078156,28.001822738664846,0.44477816064751835,1.0082596219194726,5,4,6,4,0,0,0,0,0.0,0,0,0
136,w5a8_w4a7_w6a9_w5a8,0.7629083333333333,235206.75804195806,23.650034176349966,0.4731682789352403,1.0180706203765453,5,4,6,5,0,0,0,0,0.0,0,0,0
137,w5a8_w4a7_w6a9_w6a9,0.7622583333333334,222761.42229535172,30.849851902483483,0.5473440105970514,1.0410829994615645,5,4,6,6,0,0,0,0,0.0,0,0,0
138,w5a8_w4a7_w6a9_w7a10,0.7645625,233274.07124640062,28.252449305080884,0.5293945326032377,1.0366256354978611,5,4,6,7,0,0,0,0,0.0,0,0,0
139,w5a8_w4a7_w6a9_w8a11,0.762175,219976.48243521186,35.338345864661655,0.5786173009787857,1.0505750535905465,5,4,6,8,0,0,0,0,0.0,0,0,0
140,w5a8_w4a7_w7a10_w4a7,0.7624625,230392.54693541751,30.781499202551835,0.4908947557080295,1.0235235756045118,5,4,7,4,0,1,40135,8859,1.5,0,360,85
141,w5a8_w4a7_w7a10_w5a8,0.7622375,240877.34145070618,25.13100934153566,0.5224446671671396,1.0333584013629726,5,4,7,5,0,0,0,0,0.0,0,0,0
142,w5a8_w4a7_w7a10_w6a9,0.7635791666666667,237032.08665843957,29.049897470950103,0.5421306055794831,1.0400985327461592,5,4,7,6,0,0,0,0,0.0,0,0,0
143,w5a8_w4a7_w7a10_w7a10,0.7641875,247661.380940628,23.946229209387106,0.5046994991189429,1.0287275058534853,5,4,7,7,0,0,0,0,0.0,0,0,0
144,w5a8_w4a7_w7a10_w8a11,0.76425,247954.90777457834,24.082934609250398,0.4901251189291215,1.0241466405764716,5,4,7,8,0,0,0,0,0.0,0,0,0
145,w5a8_w4a7_w8a11_w4a7,0.759825,246247.04587961058,26.224652540442015,0.531774323829187,1.035121491321355,5,4,8,4,0,0,0,0,0.0,0,0,0
146,w5a8_w4a7_w8a11_w5a8,0.760125,242487.15337995338,28.41193893825473,0.5611958933267142,1.0443340793572549,5,4,8,5,0,0,0,0,0.0,0,0,0
147,w5a8_w4a7_w8a11_w6a9,0.762525,240434.21889483067,30.713146502620187,0.570415559723658,1.0482540706340941,5,4,8,6,0,0,0,0,0.0,0,0,0
148,w5a8_w4a7_w8a11_w7a10,0.7625416666666667,239167.9341834636,32.37639553429027,0.5532458278991972,1.043027305250712,5,4,8,7,0,0,0,0,0.0,0,0,0
149,w5a8_w4a7_w8a11_w8a11,0.76295,240629.36404771698,30.690362269309638,0.5089325766048486,1.0294650438205202,5,4,8,8,0,0,0,0,0.0,0,0,0
150,w5a8_w5a8_w4a7_w4a7,0.7631916666666667,236841.22747840392,27.181590339485076,0.39688919403390954,0.9930689766024555,5,5,4,4,0,1,44611,10695,1.5,0,148,90
151,w5a8_w5a8_w4a7_w5a8,0.7626333333333334,233669.51103798163,27.36386420596947,0.4840368852374535,1.0214200668716253,5,5,4,5,0,0,0,0,0.0,0,0,0
152,w5a8_w5a8_w4a7_w6a9,0.7634833333333333,241007.45811051692,24.28799270904534,0.5142855971495222,1.0314011149734963,5,5,4,6,0,0,0,0,0.0,0,0,0
153,w5a8_w5a8_w4a7_w7a10,0.7637208333333333,241377.70245440837,23.85509227614491,0.5021008823313757,1.0276833576906887,5,5,4,7,0,0,0,0,0.0,0,0,0
154,w5a8_w5a8_w4a7_w8a11,0.7641375,240333.7512683395,26.019594440647072,0.5308043619745435,1.0368613710259094,5,5,4,8,0,0,0,0,0.0,0,0,0
155,w5a8_w5a8_w5a8_w4a7,0.7650125,251682.79062114356,21.09820004556847,0.441856944179333,1.0089532891557957,5,5,5,4,0,0,0,0,0.0,0,0,0
156,w5a8_w5a8_w5a8_w5a8,0.7645916666666667,250265.47538735776,21.371610845295056,0.5010803299259765,1.0277813009934305,5,5,5,5,0,0,0,0,0.0,0,0,0
157,w5a8_w5a8_w5a8_w6a9,0.7641916666666667,253578.73687097215,20.20961494645705,0.4950064884758211,1.02566734788667,5,5,5,6,0,0,0,0,0.0,0,0,0
158,w5a8_w5a8_w5a8_w7a10,0.7641333333333333,253690.68202385848,20.870357712462976,0.4936027741624068,1.0251941017375659,5,5,5,7,0,0,0,0,0.0,0,0,0
159,w5a8_w5a8_w5a8_w8a11,0.7631375,247696.22158233923,23.9917976760082,0.5633735142952326,1.0463980458355322,5,5,5,8,0,0,0,0,0.0,0,0,0
160,w5a8_w5a8_w6a9_w4a7,0.7645416666666667,265365.5088440971,16.769195716564138,0.4652783506463519,1.0163325652974968,5,5,6,4,0,1,52807,13310,1.5,0,200,95
161,w5a8_w5a8_w6a9_w5a8,0.7630541666666667,257118.28877005348,20.870357712462976,0.4952087823284138,1.0251807553034287,5,5,6,5,0,0,0,0,0.0,0,0,0
162,w5a8_w5a8_w6a9_w6a9,0.764425,260658.41546688604,20.847573479152427,0.5146896441049333,1.0319782337497099,5,5,6,6,0,0,0,0,0.0,0,0,0
163,w5a8_w5a8_w6a9_w7a10,0.7648916666666666,265092.33072809543,19.29824561403509,0.48357810972968845,1.0223747601075022,5,5,6,7,0,0,0,0,0.0,0,0,0
164,w5a8_w5a8_w6a9_w8a11,0.7646583333333333,270287.0588235294,17.771701982228297,0.5218524722466975,1.0343264893957809,5,5,6,8,0,0,0,0,0.0,0,0,0
165,w5a8_w5a8_w7a10_w4a7,0.7646083333333333,270917.69093651447,19.48051948051948,0.47617813845684626,1.0198705595899156,5,5,7,4,0,0,0,0,0.0,0,0,0
166,w5a8_w5a8_w7a10_w5a8,0.7630333333333333,273771.9040175511,17.45272271588061,0.508436428603786,1.0293489763462573,5,5,7,5,0,0,0,0,0.0,0,0,0
167,w5a8_w5a8_w7a10_w6a9,0.7639208333333334,272180.11353352526,19.25267714741399,0.5131686891467558,1.031260507464836,5,5,7,6,0,0,0,0,0.0,0,0,0
168,w5a8_w5a8_w7a10_w7a10,0.7647666666666667,276258.47908953787,18.47801321485532,0.5087223582751382,1.0302712116794823,5,5,7,7,0,0,0,0,0.0,0,0,0
169,w5a8_w5a8_w7a10_w8a11,0.7652125,272182.4741532977,20.688083845978582,0.4804943077424591,1.021547209084871,5,5,7,8,0,0,0,0,0.0,0,0,0
170,w5a8_w5a8_w8a11_w4a7,0.7637291666666667,273152.93020704784,20.984278879015722,0.42660767967652524,1.0032858313847082,5,5,8,4,0,1,48946,12222,1.5,0,564,95
171,w5a8_w5a8_w8a11_w5a8,0.7644416666666667,276074.1532976827,21.303258145363408,0.508793829603945,1.030137566487771,5,5,8,5,0,0,0,0,0.0,0,0,0
172,w5a8_w5a8_w8a11_w6a9,0.7633708333333333,277956.3614424791,20.574162679425836,0.5005301966226561,1.0270185013566047,5,5,8,6,0,0,0,0,0.0,0,0,0
173,w5a8_w5a8_w8a11_w7a10,0.7643041666666667,278518.7418072124,21.189336978810662,0.5097408660992483,1.0303689648963472,5,5,8,7,0,0,0,0,0.0,0,0,0
174,w5a8_w5a8_w8a11_w8a11,0.7633583333333334,284190.5388728918,18.819776714513555,0.5061205685483128,1.028776160902378,5,5,8,8,0,0,0,0,0.0,0,0,0
175,w5a8_w6a9_w4a7_w4a7,0.7646708333333333,264510.3554641437,20.528594212804737,0.43353353882475215,1.0060483510862492,5,6,4,4,0,0,0,0,0.0,0,0,0
176,w5a8_w6a9_w4a7_w5a8,0.7635541666666666,263637.2499657206,21.5311004784689,0.5271968885874155,1.035464673150204,5,6,4,5,0,0,0,0,0.0,0,0,0
177,w5a8_w6a9_w4a7_w6a9,0.7638083333333333,264063.34709995886,22.26019594440647,0.5468485035291379,1.041657758497748,5,6,4,6,0,0,0,0,0.0,0,0,0
178,w5a8_w6a9_w4a7_w7a10,0.7637708333333333,265156.6896476073,22.00956937799043,0.5125721102564762,1.0310016322640028,5,6,4,7,0,0,0,0,0.0,0,0,0
179,w5a8_w6a9_w4a7_w8a11,0.7632791666666666,263239.79443301796,24.0373661426293,0.5206030540155241,1.0332795646393726,5,6,4,8,0,0,0,0,0.0,0,0,0
180,w5a8_w6a9_w5a8_w4a7,0.7633541666666667,276458.54819690116,18.181818181818183,0.4692687018898916,1.0170342808994837,5,6,5,4,0,1,56799,12717,1.5,0,169,85
181,w5a8_w6a9_w5a8_w5a8,0.7651916666666667,277470.74597559305,18.364092048302574,0.5289690095216035,1.0367921671192502,5,6,5,5,0,0,0,0,0.0,0,0,0
182,w5a8_w6a9_w5a8_w6a9,0.7652666666666667,281158.4342245989,17.47550694919116,0.4923269788916641,1.0253391857844105,5,6,5,6,0,0,0,0,0.0,0,0,0
183,w5a8_w6a9_w5a8_w7a10,0.7622166666666667,277488.7077471548,18.842560947824104,0.5284235121133927,1.035211516451766,5,6,5,7,0,0,0,0,0.0,0,0,0
184,w5a8_w6a9_w5a8_w8a11,0.763825,280971.2160153572,18.250170881749828,0.4992844051497461,1.0268439655324393,5,6,5,8,0,0,0,0,0.0,0,0,0
185,w5a8_w6a9_w6a9_w4a7,0.7618541666666667,279193.50522418757,20.369104579630896,0.4278798842245793,1.0027595961214442,5,6,6,4,0,0,0,0,0.0,0,0,0
186,w5a8_w6a9_w6a9_w5a8,0.7660375,289620.671657754,16.609706083390293,0.4665457514907399,1.0174791018966218,5,6,6,5,0,0,0,0,0.0,0,0,0
187,w5a8_w6a9_w6a9_w6a9,0.7658041666666666,294311.19506375975,15.561631351105035,0.516260676726309,1.033129233097764,5,6,6,6,0,0,0,0,0.0,0,0,0
188,w5a8_w6a9_w6a9_w7a10,0.7656333333333334,294883.9042369395,15.470494417862838,0.4950151148571713,1.0263684331175762,5,6,6,7,0,0,0,0,0.0,0,0,0
189,w5a8_w6a9_w6a9_w8a11,0.7647666666666667,290262.6882764294,18.318523581681475,0.5213979482796148,1.0342364872315883,5,6,6,8,0,0,0,0,0.0,0,0,0
190,w5a8_w6a9_w7a10_w4a7,0.7655458333333334,299483.29280131636,16.541353383458645,0.4807055174684381,1.0217776065414852,5,6,7,4,0,1,59447,13888,1.5,0,324,100
191,w5a8_w6a9_w7a10_w5a8,0.764775,300023.35258467024,16.108452950558213,0.4817185125808137,1.0217244037419229,5,6,7,5,0,0,0,0,0.0,0,0,0
192,w5a8_w6a9_w7a10_w6a9,0.7650291666666666,301464.1151789387,16.359079516974255,0.4843511344865124,1.0226882695509778,5,6,7,6,0,0,0,0,0.0,0,0,0
193,w5a8_w6a9_w7a10_w7a10,0.7650208333333334,300473.27091731795,17.316017316017316,0.5554480589095294,1.0448592056656527,5,6,7,7,0,0,0,0,0.0,0,0,0
194,w5a8_w6a9_w7a10_w8a11,0.7647583333333333,304944.71301247773,16.381863750284804,0.5361515559282112,1.038809925799267,5,6,7,8,0,0,0,0,0.0,0,0,0
195,w5a8_w6a9_w8a11_w4a7,0.7650583333333333,304547.37594954064,18.090681248575986,0.49149134623756485,1.0249730231695524,5,6,8,4,0,0,0,0,0.0,0,0,0
196,w5a8_w6a9_w8a11_w5a8,0.7646458333333334,297872.7998903058,21.09820004556847,0.4694112212673035,1.017715788058908,5,6,8,5,0,0,0,0,0.0,0,0,0
197,w5a8_w6a9_w8a11_w6a9,0.7644291666666667,310630.8106951872,16.427432216905903,0.4877295008311281,1.0234719095583684,5,6,8,6,0,0,0,0,0.0,0,0,0
198,w5a8_w6a9_w8a11_w7a10,0.7637125,307924.44700397644,17.6805650489861,0.5195961864624414,1.033171788438204,5,6,8,7,0,0,0,0,0.0,0,0,0
199,w5a8_w6a9_w8a11_w8a11,0.76425,296706.40098724805,22.57917521075416,0.5042156260396335,1.028605171557171,5,6,8,8,0,0,0,0,0.0,0,0,0
200,w5a8_w7a10_w4a7_w4a7,0.7637041666666666,282626.9310297546,21.5311004784689,0.4468260962859936,1.0099245607379903,5,7,4,4,0,1,49987,12254,1.5,0,507,95
201,w5a8_w7a10_w4a7_w5a8,0.7632958333333333,289887.2365281777,18.250170881749828,0.49515566727917903,1.0252808895742263,5,7,4,5,0,0,0,0,0.0,0,0,0
202,w5a8_w7a10_w4a7_w6a9,0.7628,281483.3976689977,23.30827067669173,0.5277769873289853,1.035287115636595,5,7,4,6,0,0,0,0,0.0,0,0,0
203,w5a8_w7a10_w4a7_w7a10,0.7631166666666667,286544.8621966269,20.460241512873093,0.5439457665874238,1.0404401531662932,5,7,4,7,0,0,0,0,0.0,0,0,0
204,w5a8_w7a10_w4a7_w8a11,0.7639458333333333,286889.202906897,21.189336978810662,0.5164032796141951,1.0322852817990318,5,7,4,8,0,0,0,0,0.0,0,0,0
205,w5a8_w7a10_w5a8_w4a7,0.7644166666666666,300038.1771013301,17.293233082706767,0.4466024719424152,1.010207228733045,5,7,5,4,0,0,0,0,0.0,0,0,0
206,w5a8_w7a10_w5a8_w5a8,0.7653916666666667,303448.54167009465,16.085668717247664,0.4810704848526592,1.0218187748100405,5,7,5,5,0,0,0,0,0.0,0,0,0
