,Config,Acc.,BOPs,Sparsity,Neff,aIQ,Layer#1,Layer#2,Layer#3,Layer#4,ILP,Synth,LUT,FF,BRAM,URAM,DSP,Latency
362,w8a11_w6a9_w5a8_w6a9,0.7686916666666667,376039.54257507203,14.581909318751425,0.5284279376067748,1.0382870025369644,8,6,5,6,0,0,0,0,0.0,0,0,0
363,w8a11_w6a9_w5a8_w5a8,0.7679333333333334,377959.7812697106,14.467988152198679,0.4913976656184806,1.0263398761714573,8,6,5,5,0,0,0,0,0.0,0,0,0
364,w8a11_w6a9_w5a8_w4a7,0.7678125,364582.1841217606,19.207108680792892,0.45527755291244676,1.014720117632286,8,6,5,4,0,0,0,0,0.0,0,0,0
365,w8a11_w6a9_w4a7_w8a11,0.7679625,362727.0318387495,18.796992481203006,0.49992733213530954,1.0290460686070495,8,6,4,8,0,0,0,0,0.0,0,0,0
366,w8a11_w6a9_w4a7_w7a10,0.7683541666666667,361253.1293020705,19.138755980861244,0.5524407390618765,1.0455011948351982,8,6,4,7,0,0,0,0,0.0,0,0,0
367,w8a11_w6a9_w4a7_w6a9,0.7679541666666667,357414.6000822706,20.027341079972658,0.48148015434718383,1.023202085212633,8,6,4,6,0,0,0,0,0.0,0,0,0
368,w8a11_w6a9_w4a7_w5a8,0.766225,356712.283230495,20.095693779904305,0.48139934087772757,1.0223309792505382,8,6,4,5,0,0,0,0,0.0,0,0,0
369,w8a11_w6a9_w4a7_w4a7,0.767625,353524.84804607154,21.78172704488494,0.4408370145097324,1.009929464451209,8,6,4,4,0,1,61891,10340,1.5,0,386,70
370,w8a11_w5a8_w8a11_w8a11,0.7662958333333333,340492.88249005895,30.91820460241513,0.519909617521971,1.0345022139570625,8,5,8,8,0,0,0,0,0.0,0,0,0
371,w8a11_w5a8_w8a11_w7a10,0.7676125,367261.7271356095,19.32102984734564,0.5001016508251789,1.0289317485192722,8,5,8,7,0,0,0,0,0.0,0,0,0
372,w8a11_w5a8_w8a11_w6a9,0.7675375,355686.4982860277,23.46776030986557,0.5040953103534593,1.0301514605117508,8,5,8,6,0,0,0,0,0.0,0,0,0
373,w8a11_w5a8_w8a11_w5a8,0.7667333333333334,353212.8583573289,23.444976076555022,0.47991620449718575,1.0221064405020184,8,5,8,5,0,0,0,0,0.0,0,0,0
374,w8a11_w5a8_w8a11_w4a7,0.7677208333333333,370833.0245440834,16.22237411711096,0.4852521904830333,1.0242878157028374,8,5,8,4,0,0,0,0,0.0,0,0,0
375,w8a11_w5a8_w7a10_w8a11,0.7675583333333333,364707.3434800493,17.247664616085668,0.5405555618198864,1.041488670867375,8,5,7,8,0,0,0,0,0.0,0,0,0
376,w8a11_w5a8_w7a10_w7a10,0.7675958333333334,359315.9994515288,18.910913647755752,0.539155798456794,1.0410760441334195,8,5,7,7,0,0,0,0,0.0,0,0,0
377,w8a11_w5a8_w7a10_w6a9,0.7681916666666667,359597.821472645,18.181818181818183,0.4899337734768937,1.0260021007411655,8,5,7,6,0,0,0,0,0.0,0,0,0
378,w8a11_w5a8_w7a10_w5a8,0.7676416666666667,348368.88413547236,22.305764411027567,0.49639995427253547,1.0277790719006743,8,5,7,5,0,0,0,0,0.0,0,0,0
379,w8a11_w5a8_w7a10_w4a7,0.7670375,341316.83093377214,24.56140350877193,0.4657430906518926,1.0177142256895835,8,5,7,4,0,1,56810,11466,1.5,0,395,85
380,w8a11_w5a8_w6a9_w8a11,0.7675833333333333,353854.39407651173,17.794486215538846,0.5248741254189503,1.0366591199777293,8,5,6,8,0,0,0,0,0.0,0,0,0
381,w8a11_w5a8_w6a9_w7a10,0.7683416666666667,343030.48292883585,21.73615857826384,0.4973323573862388,1.0284121933685326,8,5,6,7,0,0,0,0,0.0,0,0,0
382,w8a11_w5a8_w6a9_w6a9,0.7683333333333333,353477.6075689017,17.47550694919116,0.5045266223932171,1.0306706078435817,8,5,6,6,0,0,0,0,0.0,0,0,0
383,w8a11_w5a8_w6a9_w5a8,0.7683958333333333,344484.3833813246,19.98177261335156,0.4992240123149604,1.0290342438505888,8,5,6,5,0,0,0,0,0.0,0,0,0
384,w8a11_w5a8_w6a9_w4a7,0.7677375,342003.9160839161,20.870357712462976,0.4697067314890785,1.0193330255786577,8,5,6,4,0,0,0,0,0.0,0,0,0
385,w8a11_w5a8_w5a8_w8a11,0.7670416666666666,325388.06197723845,26.953748006379584,0.508736727709945,1.0313689172996605,8,5,5,8,0,0,0,0,0.0,0,0,0
386,w8a11_w5a8_w5a8_w7a10,0.7676625,333209.2121212121,23.103212576896787,0.47055883151008615,1.0195693893675835,8,5,5,7,0,0,0,0,0.0,0,0,0
387,w8a11_w5a8_w5a8_w6a9,0.7672541666666667,340031.530508707,19.640009113693324,0.5070737766651922,1.0309498050382409,8,5,5,6,0,0,0,0,0.0,0,0,0
388,w8a11_w5a8_w5a8_w5a8,0.7680333333333333,343290.9014123132,18.067897015265437,0.5067617330943475,1.0312270336563916,8,5,5,5,1,1,61529,12753,1.5,0,350,90
389,w8a11_w5a8_w5a8_w4a7,0.7676916666666667,332924.8451940216,21.804511278195488,0.5025099268944428,1.029727650355174,8,5,5,4,0,1,56243,10315,1.5,0,372,70
390,w8a11_w5a8_w4a7_w8a11,0.76675,321632.3817359112,26.475279106858054,0.5295737441112679,1.037719146735421,8,5,4,8,0,0,0,0,0.0,0,0,0
391,w8a11_w5a8_w4a7_w7a10,0.7671458333333333,319206.46318387496,28.184096605149236,0.4784721789127274,1.0218475129746483,8,5,4,7,0,0,0,0,0.0,0,0,0
392,w8a11_w5a8_w4a7_w6a9,0.767825,330129.78801590565,21.804511278195488,0.4883966553689251,1.02533659728424,8,5,4,6,0,0,0,0,0.0,0,0,0
393,w8a11_w5a8_w4a7_w5a8,0.7680416666666666,320814.28218839975,25.017088174982913,0.4969502309154234,1.028146423655097,8,5,4,5,0,0,0,0,0.0,0,0,0
394,w8a11_w5a8_w4a7_w4a7,0.7671333333333333,318054.4368572604,26.703121439963546,0.4334924830911378,1.0072756151149171,8,5,4,4,0,0,0,0,0.0,0,0,0
395,w8a11_w4a7_w8a11_w8a11,0.7664625,326651.75263951736,27.637275005696058,0.5303376398296485,1.0378191491134208,8,4,8,8,0,0,0,0,0.0,0,0,0
396,w8a11_w4a7_w8a11_w7a10,0.7651166666666667,315284.47157548333,32.854864433811805,0.5371889842368498,1.0392994844486445,8,4,8,7,0,0,0,0,0.0,0,0,0
397,w8a11_w4a7_w8a11_w6a9,0.7656875,305575.04938982584,36.7053998632946,0.5503342371257799,1.043607903378235,8,4,8,6,0,0,0,0,0.0,0,0,0
398,w8a11_w4a7_w8a11_w5a8,0.76575,316798.09132044425,30.325814536340854,0.5387723673036445,1.0400867253256263,8,4,8,5,0,0,0,0,0.0,0,0,0
399,w8a11_w4a7_w8a11_w4a7,0.7650875,318901.8396818868,28.525860104807474,0.48140544667608426,1.0217770921655416,8,4,8,4,0,1,46217,9925,1.5,0,807,80
400,w8a11_w4a7_w7a10_w8a11,0.7667625,329161.69521458936,22.943722943722943,0.5150049174913024,1.0331957328655077,8,4,7,8,0,0,0,0,0.0,0,0,0
401,w8a11_w4a7_w7a10_w7a10,0.7669,315951.55025366787,28.616997038049668,0.5364825397071874,1.039924227007519,8,4,7,7,0,0,0,0,0.0,0,0,0
402,w8a11_w4a7_w7a10_w6a9,0.7675791666666667,321148.2159879336,25.63226247436774,0.5044430866446881,1.0302807742249276,8,4,7,6,0,0,0,0,0.0,0,0,0
403,w8a11_w4a7_w7a10_w5a8,0.7664833333333333,326350.0979020979,20.984278879015722,0.5162877839064693,1.0334625930679864,8,4,7,5,0,0,0,0,0.0,0,0,0
404,w8a11_w4a7_w7a10_w4a7,0.7677208333333333,317786.5416152475,26.11073137388927,0.4647101367550254,1.0177193098219421,8,4,7,4,0,0,0,0,0.0,0,0,0
405,w8a11_w4a7_w6a9_w8a11,0.7668083333333333,319637.58255861787,23.376623376623378,0.5757219737936025,1.0518386511375708,8,4,6,8,0,0,0,0,0.0,0,0,0
406,w8a11_w4a7_w6a9_w7a10,0.7667958333333333,308623.31419169065,28.206880838459785,0.5062933693394946,1.0304843354348592,8,4,6,7,0,0,0,0,0.0,0,0,0
407,w8a11_w4a7_w6a9_w6a9,0.7671333333333333,309149.5279308926,27.38664843928002,0.48203685564225784,1.022978098482779,8,4,6,6,0,0,0,0,0.0,0,0,0
408,w8a11_w4a7_w6a9_w5a8,0.7670916666666666,301832.3165775401,29.277739804055592,0.48924159191360345,1.0252475997471477,8,4,6,5,0,0,0,0,0.0,0,0,0
409,w8a11_w4a7_w6a9_w4a7,0.7670333333333333,313091.3540106952,24.26520847573479,0.4799834835097276,1.0222746934000986,8,4,6,4,0,1,54886,11402,1.5,0,401,90
410,w8a11_w4a7_w5a8_w8a11,0.7662083333333334,293601.39092280273,32.946001367054,0.5505804635654948,1.043927357541479,8,4,5,8,0,0,0,0,0.0,0,0,0
411,w8a11_w4a7_w5a8_w7a10,0.7676666666666667,305897.0493349788,25.039872408293462,0.5475893838694698,1.043696625230278,8,4,5,7,0,0,0,0,0.0,0,0,0
412,w8a11_w4a7_w5a8_w6a9,0.7656416666666667,298005.83792677906,29.892914103440418,0.5427140656121682,1.041248877942717,8,4,5,6,0,0,0,0,0.0,0,0,0
413,w8a11_w4a7_w5a8_w5a8,0.7676708333333333,300582.8572055396,26.794258373205743,0.506652258110896,1.0310181801713296,8,4,5,5,0,0,0,0,0.0,0,0,0
414,w8a11_w4a7_w5a8_w4a7,0.7657541666666666,296045.98294254765,29.460013670539986,0.4295580131485306,1.005284510396664,8,4,5,4,0,0,0,0,0.0,0,0,0
415,w8a11_w4a7_w4a7_w8a11,0.7647916666666666,275147.8662827369,40.14581909318751,0.5385796093515939,1.0395751169844902,8,4,4,8,0,0,0,0,0.0,0,0,0
416,w8a11_w4a7_w4a7_w7a10,0.764625,278394.11600164545,37.024379129642284,0.5298535909090047,1.0367976512131485,8,4,4,7,0,0,0,0,0.0,0,0,0
417,w8a11_w4a7_w4a7_w6a9,0.7639833333333333,276567.9730152201,38.049669628616996,0.476249008832252,1.019587024424705,8,4,4,6,0,0,0,0,0.0,0,0,0
418,w8a11_w4a7_w4a7_w5a8,0.7664,281062.1604278075,35.90795169742538,0.49533699510786766,1.0268417270950863,8,4,4,5,0,0,0,0,0.0,0,0,0
419,w8a11_w4a7_w4a7_w4a7,0.7654916666666667,280034.44047716993,35.70289359763044,0.42286784051767734,1.0029397932314117,8,4,4,4,0,1,43814,9685,1.5,0,356,80
420,w7a10_w8a11_w8a11_w8a11,0.7679791666666667,419275.4871794872,18.614718614718615,0.5005861325725638,1.0292614597651792,7,8,8,8,0,0,0,0,0.0,0,0,0
421,w7a10_w8a11_w8a11_w7a10,0.7688916666666666,420231.48114630464,17.840054682159945,0.5093122621658591,1.0324385796716795,7,8,8,7,0,0,0,0,0.0,0,0,0
422,w7a10_w8a11_w8a11_w6a9,0.7679833333333334,402120.97737556556,22.53360674413306,0.4742089596264006,1.020896098304682,7,8,8,6,0,0,0,0,0.0,0,0,0
423,w7a10_w8a11_w8a11_w5a8,0.767725,420875.8250377074,16.905901116427433,0.4754831882160561,1.021176670983853,7,8,8,5,0,0,0,0,0.0,0,0,0
424,w7a10_w8a11_w8a11_w4a7,0.7681041666666667,406328.18099547515,20.460241512873093,0.49242495041683887,1.0267478285453469,7,8,8,4,0,0,0,0,0.0,0,0,0
425,w7a10_w8a11_w7a10_w8a11,0.7687541666666666,421395.3412861648,14.764183185235817,0.49209257642012444,1.026958553933471,7,8,7,8,0,0,0,0,0.0,0,0,0
426,w7a10_w8a11_w7a10_w7a10,0.7683791666666666,412066.2772521596,17.088174982911823,0.5154656126255438,1.034113738395099,7,8,7,7,0,0,0,0,0.0,0,0,0
427,w7a10_w8a11_w7a10_w6a9,0.7686541666666666,415674.1511037982,15.493278651173387,0.5011755347731124,1.029773024013545,7,8,7,6,0,0,0,0,0.0,0,0,0
428,w7a10_w8a11_w7a10_w5a8,0.7687,415271.9286987523,15.128730918204603,0.5076001918800349,1.0318106467963388,7,8,7,5,0,0,0,0,0.0,0,0,0
429,w7a10_w8a11_w7a10_w4a7,0.7684375,407131.7219251337,17.47550694919116,0.4867608145843974,1.025116229053598,7,8,7,4,0,1,69698,15028,1.5,0,633,80
430,w7a10_w8a11_w6a9_w8a11,0.7685833333333333,404345.86589880707,16.70084301663249,0.488610309454034,1.025773566265872,7,8,6,8,0,0,0,0,0.0,0,0,0
431,w7a10_w8a11_w6a9_w7a10,0.7686,407365.43644590705,15.128730918204603,0.4734810024231247,1.0209663283742676,7,8,6,7,0,0,0,0,0.0,0,0,0
432,w7a10_w8a11_w6a9_w6a9,0.7685041666666667,397099.3599341835,17.634996582365,0.5078364553537627,1.0317903663796617,7,8,6,6,0,0,0,0,0.0,0,0,0
433,w7a10_w8a11_w6a9_w5a8,0.7684208333333333,402279.20032908267,15.835042150831624,0.48585651780670336,1.0248211767857416,7,8,6,5,0,0,0,0,0.0,0,0,0
434,w7a10_w8a11_w6a9_w4a7,0.7680833333333333,392875.5442204854,18.02232854864434,0.46696214902042243,1.018622437422258,7,8,6,4,0,0,0,0,0.0,0,0,0
435,w7a10_w8a11_w5a8_w8a11,0.7680583333333333,383489.77265871386,20.20961494645705,0.5060342663301259,1.0310110002024644,7,8,5,8,0,0,0,0,0.0,0,0,0
436,w7a10_w8a11_w5a8_w7a10,0.768475,390199.2595639654,17.794486215538846,0.5056914165208688,1.0311042426249488,7,8,5,7,0,0,0,0,0.0,0,0,0
437,w7a10_w8a11_w5a8_w6a9,0.7680125,380079.3308652132,20.30075187969925,0.4967520607945157,1.0280698010582416,7,8,5,6,0,0,0,0,0.0,0,0,0
438,w7a10_w8a11_w5a8_w5a8,0.7685625,383791.4712738242,17.95397584871269,0.4702696762102122,1.0199198939449625,7,8,5,5,0,0,0,0,0.0,0,0,0
439,w7a10_w8a11_w5a8_w4a7,0.7682333333333333,389141.76333470445,16.518569150148096,0.476035477489611,1.0216026107371452,7,8,5,4,0,1,68496,15435,1.5,0,555,80
440,w7a10_w8a11_w4a7_w8a11,0.7676125,370644.7365967366,23.581681476418318,0.48286832923110995,1.0234769462193007,7,8,4,8,0,0,0,0,0.0,0,0,0
441,w7a10_w8a11_w4a7_w7a10,0.7674583333333334,374334.4598930481,21.07541581225792,0.5018891998407939,1.0294198175476115,7,8,4,7,0,0,0,0,0.0,0,0,0
442,w7a10_w8a11_w4a7_w6a9,0.7677041666666666,366726.327163033,23.604465709728867,0.5027099599250359,1.0297965625304277,7,8,4,6,0,0,0,0,0.0,0,0,0
443,w7a10_w8a11_w4a7_w5a8,0.7676375,379453.6042780748,18.705855547960812,0.5088232072135749,1.031682466777078,7,8,4,5,0,0,0,0,0.0,0,0,0
444,w7a10_w8a11_w4a7_w4a7,0.7681791666666666,370450.7621006444,22.26019594440647,0.4379814879742395,1.0092739676747844,7,8,4,4,0,0,0,0,0.0,0,0,0
445,w7a10_w7a10_w8a11_w8a11,0.7688583333333333,401087.72795831616,16.336295283663706,0.4836267927571674,1.0243267216782408,7,7,8,8,0,0,0,0,0.0,0,0,0
446,w7a10_w7a10_w8a11_w7a10,0.768775,401917.2664198547,15.402141717931192,0.5108731367388987,1.0328704101603947,7,7,8,7,0,0,0,0,0.0,0,0,0
447,w7a10_w7a10_w8a11_w6a9,0.7681416666666666,397101.9136157959,16.609706083390293,0.49931747373108715,1.0289407194446423,7,7,8,6,0,0,0,0,0.0,0,0,0
448,w7a10_w7a10_w8a11_w5a8,0.7685708333333333,395745.7858220212,16.495784916837547,0.46743710165287217,1.019015526959173,7,7,8,5,0,0,0,0,0.0,0,0,0
449,w7a10_w7a10_w8a11_w4a7,0.7685416666666667,401084.9022350199,14.285714285714286,0.47464889119210524,1.0213110095408118,7,7,8,4,0,1,74933,19619,1.5,0,466,100
450,w7a10_w7a10_w7a10_w8a11,0.7676375,400449.8384752503,13.374344953292322,0.5247981148127852,1.036661336852374,7,7,7,8,0,0,0,0,0.0,0,0,0
451,w7a10_w7a10_w7a10_w7a10,0.7685541666666666,402444.4875908405,12.121212121212121,0.5125033090494542,1.0332735314686852,7,7,7,7,0,0,0,0,0.0,0,0,0
452,w7a10_w7a10_w7a10_w6a9,0.7685,380647.1696146991,18.683071314650263,0.4687909419506946,1.0194150150571215,7,7,7,6,0,0,0,0,0.0,0,0,0
453,w7a10_w7a10_w7a10_w5a8,0.7687041666666666,397843.5694501577,12.554112554112555,0.4745458102853745,1.0213578948367326,7,7,7,5,0,0,0,0,0.0,0,0,0
454,w7a10_w7a10_w7a10_w4a7,0.7679416666666666,395284.5918003565,12.941444520391888,0.4794250625189252,1.02254123045081,7,7,7,4,0,0,0,0,0.0,0,0,0
455,w7a10_w7a10_w6a9_w8a11,0.7682458333333333,385818.93212669686,14.741398951925268,0.505033654725873,1.0307875069453296,7,7,6,8,0,0,0,0,0.0,0,0,0
456,w7a10_w7a10_w6a9_w7a10,0.76845,378954.0699300699,16.564137616769194,0.47672420535008253,1.021928814711048,7,7,6,7,0,0,0,0,0.0,0,0,0
457,w7a10_w7a10_w6a9_w6a9,0.7685083333333333,383381.6404771699,14.035087719298245,0.5024085691782781,1.0300900501220474,7,7,6,6,0,0,0,0,0.0,0,0,0
458,w7a10_w7a10_w6a9_w5a8,0.7691791666666666,382584.6680378445,14.19457735247209,0.4723974824170432,1.0209046417653336,7,7,6,5,0,0,0,0,0.0,0,0,0
459,w7a10_w7a10_w6a9_w4a7,0.76795,381943.7597696421,14.035087719298245,0.5020137154996097,1.0296963688549712,7,7,6,4,0,1,72509,16583,1.5,0,333,85
460,w6a9_w5a8_w8a11_w4a7,0.7661125,302261.78527355,22.237411711095923,0.4930353728340812,1.0259740842776213,6,5,8,4,0,0,0,0,0.0,0,0,0
461,w6a9_w5a8_w8a11_w5a8,0.766025,309961.01686548744,17.99954431533379,0.524451964869836,1.0357861625580773,6,5,8,5,0,0,0,0,0.0,0,0,0
462,w6a9_w5a8_w8a11_w6a9,0.7666083333333333,313788.74427533254,18.136249715197085,0.5215359708801204,1.0351575627677068,6,5,8,6,0,0,0,0,0.0,0,0,0
463,w6a9_w5a8_w8a11_w7a10,0.7668333333333334,311676.0597833539,19.115971747550695,0.5087955128848483,1.0312871939360986,6,5,8,7,0,0,0,0,0.0,0,0,0
464,w6a9_w5a8_w8a11_w8a11,0.7664708333333333,313023.09611956676,19.75393028024607,0.5105485867860805,1.031662293710534,6,5,8,8,0,0,0,0,0.0,0,0,0
465,w6a9_w6a9_w4a7_w4a7,0.766275,291782.5026737968,22.852586010480746,0.4551422376697657,1.0139120938642128,6,6,4,4,0,1,53660,12758,1.5,0,189,100
466,w6a9_w6a9_w4a7_w5a8,0.7666666666666667,301590.57068421773,18.113465481886536,0.4712817703776617,1.0193111933394603,6,6,4,5,0,0,0,0,0.0,0,0,0
467,w6a9_w6a9_w4a7_w6a9,0.7662333333333333,300887.6360345537,19.25267714741399,0.516663218605687,1.033460176039347,6,6,4,6,0,0,0,0,0.0,0,0,0
468,w6a9_w6a9_w4a7_w7a10,0.7661375,304369.1789935555,17.95397584871269,0.5416455679607511,1.0411538712105988,6,6,4,7,0,0,0,0,0.0,0,0,0
469,w6a9_w6a9_w4a7_w8a11,0.7671208333333334,308391.91465789115,16.905901116427433,0.47278795320029005,1.0200174052311002,6,6,4,8,0,0,0,0,0.0,0,0,0
470,w6a9_w6a9_w5a8_w4a7,0.7664625,312450.33604826545,15.994531784005469,0.44966933000492715,1.0122279003128123,6,6,5,4,0,0,0,0,0.0,0,0,0
471,w6a9_w6a9_w5a8_w5a8,0.7671041666666667,312480.7582064994,16.837548416495785,0.48816042302994617,1.0249107122056444,6,6,5,5,0,0,0,0,0.0,0,0,0
472,w6a9_w6a9_w5a8_w6a9,0.7667916666666666,313966.4770053476,16.609706083390293,0.4821425923315886,1.0228448240181025,6,6,5,6,0,0,0,0,0.0,0,0,0
473,w6a9_w6a9_w5a8_w7a10,0.7675125,312882.7699986288,17.7261335156072,0.5326563780308985,1.039033809169126,6,6,5,7,0,0,0,0,0.0,0,0,0
474,w6a9_w6a9_w5a8_w8a11,0.7669333333333334,310294.8576443165,18.819776714513555,0.4954499030425922,1.0271358645823125,6,6,5,8,0,0,0,0,0.0,0,0,0
475,w6a9_w6a9_w6a9_w4a7,0.7669666666666667,318957.72406417114,16.95146958304853,0.42020279716793985,1.0028056758032708,6,6,6,4,0,1,64002,15379,1.5,0,197,95
476,w6a9_w6a9_w6a9_w5a8,0.7676458333333334,331716.0200740436,12.326270221007062,0.49027609059362287,1.0258450191387423,6,6,6,5,0,0,0,0,0.0,0,0,0
477,w6a9_w6a9_w6a9_w6a9,0.7673875,327071.23389551626,14.285714285714286,0.5072009600454678,1.0310538543530636,6,6,6,6,0,0,0,0,0.0,0,0,0
478,w6a9_w6a9_w6a9_w7a10,0.7673166666666666,327308.6736322501,15.151515151515152,0.5398240205491281,1.0411497662262743,6,6,6,7,0,0,0,0,0.0,0,0,0
479,w6a9_w6a9_w6a9_w8a11,0.7674625,324828.3221719457,16.564137616769194,0.4780351824419175,1.021863143244336,6,6,6,8,0,0,0,0,0.0,0,0,0
480,w6a9_w6a9_w7a10_w4a7,0.767,330723.2232551762,15.242652084757347,0.4775391183337086,1.0214780948754227,6,6,7,4,0,0,0,0,0.0,0,0,0
481,w6a9_w6a9_w7a10_w5a8,0.7677708333333333,337382.888797477,13.830029619503303,0.5018255586207803,1.0295506919995028,6,6,7,5,0,0,0,0,0.0,0,0,0
482,w6a9_w6a9_w7a10_w6a9,0.7682041666666667,337418.2384204031,13.94395078605605,0.5020953807477377,1.0298447695281752,6,6,7,6,0,0,0,0,0.0,0,0,0
483,w6a9_w6a9_w7a10_w7a10,0.7670333333333333,340027.7622926093,13.852813852813853,0.5293011949539524,1.0377692971117114,6,6,7,7,0,0,0,0,0.0,0,0,0
484,w6a9_w6a9_w7a10_w8a11,0.7674333333333333,340542.3159742219,14.149008885850991,0.523900405296816,1.0362855431537368,6,6,7,8,0,0,0,0,0.0,0,0,0
485,w6a9_w6a9_w8a11_w4a7,0.7666291666666667,337066.76495269436,16.97425381635908,0.4698528852511364,1.0188341043583495,6,6,8,4,0,1,62395,14010,1.5,0,501,100
486,w6a9_w6a9_w8a11_w5a8,0.7673875,333567.0145070616,18.295739348370926,0.46256484070454335,1.016863495925848,6,6,8,5,0,0,0,0,0.0,0,0,0
487,w6a9_w6a9_w8a11_w6a9,0.7667458333333333,341403.20592348825,16.108452950558213,0.5086668550044781,1.0312048075111493,6,6,8,6,0,0,0,0,0.0,0,0,0
488,w6a9_w6a9_w8a11_w7a10,0.7680291666666667,346187.0993006993,15.265436318067897,0.4938395925026469,1.0271585345347705,6,6,8,7,0,0,0,0,0.0,0,0,0
489,w6a9_w6a9_w8a11_w8a11,0.7670333333333333,345961.97339914984,15.903394850763272,0.4973075459684044,1.0277708666130367,6,6,8,8,0,0,0,0,0.0,0,0,0
490,w6a9_w7a10_w4a7_w4a7,0.7665666666666666,316980.6971068147,21.71337434495329,0.4331206069623219,1.0068677465516442,6,7,4,4,0,0,0,0,0.0,0,0,0
491,w6a9_w7a10_w4a7_w5a8,0.7669333333333334,325921.1934731935,17.316017316017316,0.4703858446221907,1.0191549396946926,6,7,4,5,0,0,0,0,0.0,0,0,0
492,w6a9_w7a10_w4a7_w6a9,0.7661625,321013.4202111614,20.164046479835953,0.47279962468224546,1.0195501672401681,6,7,4,6,0,0,0,0,0.0,0,0,0
493,w6a9_w7a10_w4a7_w7a10,0.7666541666666666,327544.3644042232,17.612212349054456,0.5295389838509144,1.0376628964120238,6,7,4,7,0,0,0,0,0.0,0,0,0
494,w6a9_w7a10_w4a7_w8a11,0.7652458333333333,317697.4216371864,22.852586010480746,0.5023970027149635,1.0285120653341606,6,7,4,8,0,0,0,0,0.0,0,0,0
495,w6a9_w7a10_w5a8_w4a7,0.7672833333333333,334322.97797888384,17.04260651629073,0.4424173709925456,1.0102744359632196,6,7,5,4,0,1,64316,14145,1.5,0,320,85
496,w6a9_w7a10_w5a8_w5a8,0.7673,337733.1775675305,15.333789017999544,0.463747908065158,1.0172014785699361,6,7,5,5,0,0,0,0,0.0,0,0,0
497,w6a9_w7a10_w5a8_w6a9,0.7669958333333333,338271.93155080214,15.926179084073821,0.5059847520901143,1.0304837519145462,6,7,5,6,0,0,0,0,0.0,0,0,0
498,w6a9_w7a10_w5a8_w7a10,0.7665041666666667,337737.9198683669,16.22237411711096,0.48646487385154125,1.0240800030091957,6,7,5,7,0,0,0,0,0.0,0,0,0
499,w6a9_w7a10_w5a8_w8a11,0.7665833333333333,338105.6315919375,17.270448849396217,0.5223542734800868,1.0354001363615444,6,7,5,8,0,0,0,0,0.0,0,0,0
500,w6a9_w7a10_w6a9_w4a7,0.7670708333333334,347130.2344714109,15.242652084757347,0.46439439543132643,1.0172964605337869,6,7,6,4,0,0,0,0,0.0,0,0,0
501,w6a9_w7a10_w6a9_w5a8,0.7670041666666667,350621.235705471,14.126224652540442,0.5058510583018938,1.0304457962762053,6,7,6,5,0,0,0,0,0.0,0,0,0
502,w6a9_w7a10_w6a9_w6a9,0.767175,338940.88819415873,19.093187514240146,0.4933450929019515,1.0265876877133573,6,7,6,6,0,0,0,0,0.0,0,0,0
503,w6a9_w7a10_w6a9_w7a10,0.7675,353932.921102427,13.966735019366599,0.5071343678653121,1.0310871162068824,6,7,6,7,0,0,0,0,0.0,0,0,0
504,w6a9_w7a10_w6a9_w8a11,0.7673875,354555.9720279721,14.354066985645932,0.5047550816779651,1.0302863617121845,6,7,6,8,0,0,0,0,0.0,0,0,0
505,w6a9_w7a10_w7a10_w4a7,0.7670541666666667,359835.6280268751,14.080656185919343,0.4780823281342795,1.0216781368098977,6,7,7,4,0,1,66646,15468,1.5,0,635,100
506,w6a9_w7a10_w7a10_w5a8,0.767025,356866.7379679144,15.812257917521075,0.4762318860409503,1.0210725731026793,6,7,7,5,0,0,0,0,0.0,0,0,0
507,w6a9_w7a10_w7a10_w6a9,0.7677916666666667,366556.59860139864,12.87309182046024,0.510764961256279,1.0323642565252762,6,7,7,6,0,0,0,0,0.0,0,0,0
508,w6a9_w7a10_w7a10_w7a10,0.7670125,358624.9468805704,16.22237411711096,0.484801561406878,1.0237990253736835,6,7,7,7,0,0,0,0,0.0,0,0,0
509,w6a9_w7a10_w7a10_w8a11,0.7670625,363704.57150692446,14.946457051720209,0.5095562562304055,1.0316356752665223,6,7,7,8,0,0,0,0,0.0,0,0,0
510,w6a9_w7a10_w8a11_w4a7,0.7667583333333333,362132.6400658165,16.860332649806335,0.4737108931893681,1.020134941433711,6,7,8,4,0,0,0,0,0.0,0,0,0
511,w6a9_w7a10_w8a11_w5a8,0.7674333333333333,368599.62550390785,14.946457051720209,0.48847432493907234,1.025170543441173,6,7,8,5,0,0,0,0,0.0,0,0,0
512,w6a9_w7a10_w8a11_w6a9,0.7672791666666666,354614.39605100785,20.095693779904305,0.5140868870640557,1.033156561042927,6,7,8,6,0,0,0,0,0.0,0,0,0
513,w6a9_w7a10_w8a11_w7a10,0.7670583333333333,368449.4172494173,16.336295283663706,0.4787167628023464,1.0218827361581064,6,7,8,7,0,0,0,0,0.0,0,0,0
514,w6a9_w7a10_w8a11_w8a11,0.7673541666666667,364777.6469491293,17.95397584871269,0.5017098592398349,1.029313104824655,6,7,8,8,0,0,0,0,0.0,0,0,0
515,w6a9_w8a11_w4a7_w4a7,0.7669458333333333,337290.5095845331,20.80200501253133,0.4589292669280133,1.0154711356567028,6,8,4,4,0,1,55764,11679,1.5,0,631,85
516,w6a9_w8a11_w4a7_w5a8,0.7669958333333333,335188.7708213355,22.146274777853726,0.4779605114551443,1.0216106553067017,6,8,4,5,0,0,0,0,0.0,0,0,0
